Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
7723,NCT02853318,"Pembrolizumab, Bevacizumab, and Cyclophosphamide in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",Fallopian Tube Clear Cell Adenocarcinoma|Fallopian Tube Endometrioid Adenocarcinoma|Fallopian Tube Mucinous Adenocarcinoma|Fallopian Tube Serous Adenocarcinoma|Ovarian Clear Cell Adenocarcinoma|Ovarian Endometrioid Adenocarcinoma|Ovarian Mucinous Adenocarcinoma|Ovarian Serous Adenocarcinoma|Primary Peritoneal Serous Adenocarcinoma|Recurrent Fallopian Tube Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Primary Peritoneal Carcinoma|Undifferentiated Fallopian Tube Carcinoma|Undifferentiated Ovarian Carcinoma,Biological: Bevacizumab|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab,Roswell Park Cancer Institute,Phase 2,40,Other,"September 1, 2016","June 27, 2019","June 30, 2021"
7724,NCT02853305,Study of Pembrolizumab With or Without Platinum-based Combination Chemotherapy Versus Chemotherapy Alone in Urothelial Carcinoma (MK-3475-361/KEYNOTE-361),"Urothelial Carcinoma Associated 1 RNA, Human",Biological: Pembrolizumab|Drug: Cisplatin|Drug: Carboplatin|Drug: Gemcitabine,Merck Sharp & Dohme LLC,Phase 3,1010,Industry,"September 15, 2016","April 29, 2020","September 15, 2022"
7725,NCT02853045,Comparison of Blood Pressure Control Achieved in Antihypertensive or Generic Drugs in Moderate to Severe Hypertensive Patients,Hypertension,Drug: period with drug (trade name) then period with generic|Drug: period with generic then period with drug (trade name),Centre Hospitalier Universitaire de Saint Etienne,Phase 4,50,Other,"June 11, 2015","March 10, 2021","March 10, 2021"
7726,NCT02852837,Dose Escalation Study of JNJ-54767414 (Daratumumab) in Chinese Participants With Relapsed or Refractory Multiple Myeloma Who Failed at Least 2 Prior Lines of Systemic Therapy,Multiple Myeloma,Drug: Daratumumab,"Janssen Research & Development, LLC",Phase 1,50,Industry,"September 26, 2016","December 13, 2019","December 13, 2019"
7727,NCT02852239,Pharmacokinetics of Dabrafenib in Subjects With Renal Impairment,Renal Impairment,Drug: dabrafenib,Novartis Pharmaceuticals|Novartis,Phase 1,22,Industry,"December 19, 2016","September 27, 2019","September 27, 2019"
7728,NCT02851745,Effects of Linagliptin on Left Ventricular Myocardial DYsfunction in Patients With Type 2 DiAbetes Mellitus and Concentric Left Ventricular Geometry,"Diabetes Mellitus, Type 2|Left Ventricular Systolic Dysfunction",Drug: Linagliptin|Drug: Placebo,Heart Care Foundation|Fondazione dell'Associazione Medici Diabetologi,Phase 3,188,Other,Jul-15,"July 2, 2019","July 2, 2019"
7729,NCT02851407,Study Comparing Efficacy and Safety of Defibrotide vs Best Supportive Care in the Prevention of Hepatic Veno-Occlusive Disease in Adult and Pediatric Patients,Veno-occlusive Disease,Drug: Defibrotide|Other: Best Supportive Care,Jazz Pharmaceuticals,Phase 3,372,Industry,"September 1, 2016","October 20, 2020","October 20, 2020"
7730,NCT02851173,Cognitive Enhancement Through Transcranial Laser Therapy,Healthy Participants|Mild Cognitive Impairment,Device: LLLT|Device: Placebo,University of Texas at Austin,Phase 2,99,Other,"February 21, 2016","April 30, 2020","April 30, 2020"
7731,NCT02850601,Dexamethasone Solution for the Treatment of Oral Lichen Planus,Lichen Planus,Drug: Dexamethasone,Brigham and Women's Hospital,Phase 2,24,Other,"February 7, 2017","December 19, 2019","December 20, 2019"
7732,NCT02850016,Romidepsin Plus 3BNC117 Phase 2a Study,Human Immunodeficiency Virus (HIV),Drug: 3BNC117|Drug: Romidepsin,Rockefeller University|University Hospital of Cologne|Aarhus University Hospital,Phase 2,48,Other,"January 6, 2017","December 31, 2020","December 31, 2020"
7733,NCT02849743,Intranasal Oxytocin in Hypothalamic Obesity,Craniopharyngioma|Hypothalamic Obesity,Drug: Syntocinon|Drug: Placebo (for Syntocinon),"Shana McCormack, MD|Children's Hospital of Philadelphia",Phase 2,18,Other,Oct-16,Apr-21,May-22
7734,NCT02848651,A Study of Atezolizumab as First-line Monotherapy for Advanced or Metastatic Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Drug: Atezolizumab,"Genentech, Inc.",Phase 2,153,Industry,"September 23, 2016","May 14, 2019","May 14, 2019"
7735,NCT02848482,Anti-infective Effect of Non-surgical Treatment With and Without Photodynamic Therapy on Initial Peri-implantitis,Peri-implantitis,Device: Photodynamic therapy|Procedure: Mechanical debridement|Drug: Irrigation,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,Phase 3,40,Other,"May 1, 2017","May 1, 2019","May 1, 2019"
7736,NCT02848443,Study of S 95005 in Combination With Oxaliplatin in Metastatic Colorectal Cancer,Metastatic Colorectal Cancer,Drug: Trifluridine/tipiracil hydrochloride (S 95005)|Drug: Oxaliplatin|Drug: Bevacizumab|Drug: Nivolumab,"Institut de Recherches Internationales Servier|ADIR, a Servier Group company|Servier",Phase 1,78,Other|Industry,May-16,"August 1, 2019","April 9, 2020"
7737,NCT02848027,Correlating the Osteoarthritic Knee Microenvironment to Clinical Outcome After Treatment With Regenexx®SD Treatment,"Osteoarthritis, Knee",Biological: Regenexx SD® procedure,"Regenexx, LLC",Phase 3,400,Industry,"September 8, 2015","June 30, 2020","August 19, 2021"
7738,NCT02847598,Study to Evaluate BIIB059 (Litifilimab) in Cutaneous Lupus Erythematosus (CLE) With or Without Systemic Lupus Erythematosus (SLE),Systemic Lupus Erythematosus|Active Cutaneous Lupus Erythematosus,Drug: BIIB059 (litifilimab)|Drug: Placebo,Biogen,Phase 2,264,Industry,"October 20, 2016","August 28, 2019","November 18, 2019"
7739,NCT02847247,Systemic Inflammatory Response to CCRE,Healthy,Drug: CCRE,"University of North Carolina, Chapel Hill|Environmental Protection Agency (EPA)",Phase 1,25,Other|U.S. Fed,"December 11, 2017","August 6, 2019","August 6, 2019"
7740,NCT02846831,Closed-loop Control of Glucose Levels (Artificial Pancreas) for 12 Days in Adults With Type 1 Diabetes,Type 1 Diabetes,Other: 12-day intervention with sensor-augmented pump therapy|Other: 12-day intervention with single-hormone closed-loop strategy|Device: Insulin pump|Device: Continuous glucose monitoring system|Drug: Insulin,Institut de Recherches Cliniques de Montreal,Phase 2,36,Other,"January 24, 2019","January 27, 2020","January 27, 2020"
7741,NCT02846545,A Study of SIMPONI® to Arrest Beta-cell Loss in Type 1 Diabetes,"Diabetes Mellitus, Type 1",Biological: Golimumab|Biological: Placebo,"Janssen Research & Development, LLC",Phase 2,84,Industry,"August 26, 2016","May 21, 2019","January 5, 2021"
7742,NCT02846532,"Pharmacokinetic, Pharmacodynamic, Safety, and Efficacy Study of Rivaroxaban for Thromboprophylaxis in Pediatric Participants 2 to 8 Years of Age After the Fontan Procedure",Thrombosis,Drug: Rivaroxaban|Drug: Acetylsalicylic Acid,"Janssen Research & Development, LLC|Bayer",Phase 3,112,Industry,"November 16, 2016","July 16, 2020","July 16, 2020"
7743,NCT02845479,The Thoracic Peri-Operative Integrative Surgical Care Evaluation (POISE) Trial- Stage I,Lung Neoplasms|Esophageal Neoplasms|Stomach Neoplasms,Other: Integrative Care,The Canadian College of Naturopathic Medicine|Ottawa Hospital Research Institute|Lotte & John Hecht Memorial Foundation,Phase 3,22,Other,"December 7, 2018","December 1, 2020","December 7, 2020"
7744,NCT02845453,Treatment With Quetiapine for Youth With Substance Use Disorders and Severe Mood Dysregulation,Substance Use Disorders|Bipolar Disorder|Mood Disorders,Drug: Quetiapine|Other: Placebo,Boston Medical Center|National Institute on Drug Abuse (NIDA),Phase 4,24,Other|NIH,"January 20, 2017","April 7, 2021","April 7, 2021"
7745,NCT02844439,Study of Tesevatinib Monotherapy in Patients With Recurrent Glioblastoma,Glioblastoma|Recurrent Glioblastoma|Brain Tumor,Drug: Tesevatinib,"Kadmon Corporation, LLC",Phase 2,40,Industry,Jun-16,"April 30, 2020","April 30, 2020"
7746,NCT02843386,Comparison Between Fotemustin to Intensive Surveillance in Patients With High Risk Uveal Melanoma,Uveal Melanoma,Drug: Adjuvant chemotherapy by Fotemustin|Other: Intensive surveillance,Institut Curie|Servier|UNICANCER,Phase 3,302,Other|Industry,"June 23, 2009","June 12, 2020","June 12, 2020"
7747,NCT02841280,Chlorthalidone in Chronic Kidney Disease,"Renal Insufficiency, Chronic|Hypertension",Drug: Chlorthalidone|Drug: Placebo,Indiana University,Phase 2,160,Other,Jul-16,Apr-21,Apr-21
7748,NCT02840994,A Trial of CV301 in Combination With Anti-PD-1 Therapy in Subjects With Non-Small Cell Lung Cancer,Non-small Cell Lung Cancer (NSCLC),Biological: CV301|Biological: Pembrolizumab|Biological: Nivolumab,Bavarian Nordic,Phase 1,24,Industry,Dec-16,Jan-20,Jan-20
7749,NCT02840539,"Trial of Bortezomib, Cytarabine, and Dexamethasone in Mantle Cell Lymphoma",Mantle Cell Lymphoma,"Drug: Bortezomib, Cytarabine, Dexamethasone, Pegteograstim",Seoul National University Hospital|Consortium for Improving Survival of Lymphoma,Phase 2,19,Other,"October 11, 2016","March 31, 2021","December 31, 2022"
7750,NCT02840474,"Phase 1, Open-label, Single Dose Study to Examine Safety, Tolerability, Pharmacokinetics and Virologic Impact of VRC01LS or VRC07-523LS in HIV-infected Viremic Adults",HIV-1,Biological: VRC-HIVMAB080-00-AB|Biological: VRC-HIVMAB075-00-AB,National Institute of Allergy and Infectious Diseases (NIAID)|AIDS Clinical Trials Group|National Institutes of Health Clinical Center (CC),Phase 1,16,NIH|Other,"April 24, 2017","January 15, 2020","January 15, 2020"
7751,NCT02840175,Treatment Tapering in JIA With Inactive Disease,Juvenile Idiopathic Arthritis,Drug: etanercept|Drug: adalimumab|Drug: Abatacept|Drug: Tocilizumab,Assistance Publique - Hôpitaux de Paris,Phase 3,62,Other,"May 18, 2017","October 29, 2019","October 1, 2020"
7752,NCT02840097,Traumatic Injury Clinical Trial Evaluating Tranexamic Acid in Children: A Pilot and Feasibility Study,Brain Injuries|Wounds and Injuries|Hemorrhage,Drug: Tranexamic Acid|Drug: Placebo,"Daniel Nishijima, MD, MAS|Pediatric Emergency Care Applied Research Network|University of California, Davis",Phase 2,31,Other,"March 4, 2019","October 3, 2020","October 3, 2020"
7753,NCT02839668,The Impact of Intravenous Anaesthesia on Angiogenesis in Patients With Breast Cancer (TIVA/TCI-BC),Breast Cancer,Drug: Lidocaine|Drug: Sevoflurane|Drug: TIVA-TCI|Drug: Acetaminophen|Drug: Tramadol|Drug: Neostigmine|Drug: Atropine|Device: BIS,Iuliu Hatieganu University of Medicine and Pharmacy|Prof. Dr. I. Chiricuta Institute of Oncology,Phase 2,120,Other,Aug-16,Sep-19,Sep-19
7754,NCT02838797,RQ-00000010 for Gastroparesis and Constipation in Parkinson's Disease,Parkinson's Disease|Gastroparesis|Constipation,Drug: RQ-00000010|Drug: Placebo,Virginia Commonwealth University|Michael J. Fox Foundation for Parkinson's Research|RaQualia Pharma Inc.,Phase 1,51,Other|Industry,Jun-16,"August 20, 2019","August 20, 2019"
7755,NCT02838342,Pharmaco-immunological Study of Interferon-alpha and Metronomic Cyclophosphamide Association in Neuroendocrine Tumors,Neuroendocrine Tumors,Drug: Metronomic cyclophosphamide|Drug: Interferon-alpha,Centre Hospitalier Universitaire de Besancon,Phase 2,28,Other,"May 19, 2015",Apr-20,"June 29, 2021"
7756,NCT02837094,Enhanced Epidermal Antigen Specific Immunotherapy Trial -1,Type 1 Diabetes,Drug: C19-A3 GNP,Cardiff University,Phase 1,6,Other,"September 29, 2016","December 31, 2019","December 31, 2019"
7757,NCT02837029,Nivolumab and Yttrium Y 90 Glass Microspheres in Treating Patients With Advanced Liver Cancer,Stage IIIA Hepatocellular Carcinoma|Stage IIIB Hepatocellular Carcinoma|Stage IIIC Hepatocellular Carcinoma|Stage IVA Hepatocellular Carcinoma|Stage IVB Hepatocellular Carcinoma,Other: Laboratory Biomarker Analysis|Biological: Nivolumab|Radiation: Yttrium Y 90 Glass Microspheres,Northwestern University|Bristol-Myers Squibb|National Cancer Institute (NCI),Phase 1,27,Other|Industry|NIH,Jul-16,"July 17, 2019","November 1, 2020"
7758,NCT02836925,Ledipasvir+Sofosbuvir and Sofosbuvir+Velpatasvir for Pts With Indolent Bcell Lymphoma Associated With HCV Infection,Indolent B-cell Lymphoma|Hepatitis C,Drug: Ledipasvir+Sofosbuvir|Drug: Sofosbuvir+Velpatasvir,Fondazione Italiana Linfomi - ETS,Phase 2,40,Other,Mar-16,Feb-20,Nov-22
7759,NCT02836496,Efficacy and Safety Study of Mepolizumab in Subjects With Severe Hypereosinophilic Syndrome (HES),Hypereosinophilic Syndrome,Drug: Mepolizumab 300 mg|Drug: Placebo matching mepolizumab|Drug: Active OCS capsules (5 mg prednisolone or prednisone)|Drug: Placebo matching OCS capsules,GlaxoSmithKline,Phase 3,108,Industry,"March 7, 2017","August 8, 2019","August 8, 2019"
7760,NCT02836483,"A Phase II Clinical Study of LCB01-0371 to Evaluate the EBA, Safety and PK",Pulmonary Tuberculosis,"Drug: LCB01-0371 800mg, QD|Drug: LCB01-0371 400mg, BID|Drug: LCB01-0371 800mg, BID|Drug: Tubes 3~5Tablet, QD|Drug: Zyvox 600mg, BID|Drug: LCB01-0371 1200mg, QD","LegoChem Biosciences, Inc",Phase 2,79,Industry,"December 10, 2016","July 1, 2019","July 1, 2019"
7761,NCT02835729,A Study of Indoximod in Combination With (7+3) Chemotherapy in Patients With Newly Diagnosed Acute Myeloid Leukemia,Acute Myeloid Leukemia,Drug: Idarubicin|Drug: Cytarabine|Drug: Indoximod Freebase|Drug: Indoximod HCL F1|Drug: Indoximod HCL F2,NewLink Genetics Corporation|Lumos Pharma,Phase 1,54,Industry,Jul-16,"October 25, 2019","December 27, 2019"
7762,NCT02835534,The Efficacy and Safety of rhTNK-tPA in Comparison With Alteplase(Rt-PA) as Fibrinolytic Therapy of Acute STEMI,Acute ST Elevation Myocardial Infarction,Drug: rhTNK-tPA|Drug: alteplase,"Guangzhou Recomgen Biotech Co., Ltd.|Chinese Academy of Medical Sciences, Fuwai Hospital|Peking University",Phase 4,818,Industry|Other,May-16,Oct-19,Jan-20
7763,NCT02835339,Magnesium Sulfate in Obese Preeclamptics,Preeclampsia,"Drug: Magnesium sulfate 4g loading dose, 1g/hr infusion|Drug: Magnesium sulfate 6g loading dose, 2g/hr infusion",Oregon Health and Science University,Phase 4,66,Other,"July 12, 2016","June 30, 2019","June 30, 2019"
7764,NCT02835079,Treatment Effect of Tamoxifen on Patients With DMD,Duchenne Muscular Dystrophy,Drug: Tamoxifen,Hadassah Medical Organization,Phase 1,19,Other,Nov-16,Nov-20,Nov-20
7765,NCT02834559,Prophylactic Intravitreal 5-Fluorouracil and Heparin to Prevent PVR in High-risk Patients With Retinal Detachment.,Rhegmatogenous Retinal Detachment|High-risk for Proliferative Vitreoretinopathy (PVR),Drug: 5-fluorouracil and low molecular weight heparin|Drug: Placebo,"Universitätsklinikum Köln|German Research Foundation|The Clinical Trials Centre Cologne|Pharmacy of the University Hospital Erlangen|Institute of Medical Statistics, Informatics and Epidemiology (IMSIE)",Phase 3,326,Other,"October 27, 2016","June 15, 2020","June 15, 2020"
7766,NCT02834416,ADT Exercise Trial and Economic Analysis,Prostate Cancer,Behavioral: Supervised Group Exercise|Behavioral: Home Based Exercise,"University Health Network, Toronto|Tom Baker Cancer Centre|Southlake Regional Health Centre|Scarborough Rouge Hospital",Phase 3,38,Other,Aug-16,"March 31, 2020","March 31, 2020"
7767,NCT02833844,"Safety, Tolerability and Efficacy on Low Density Lipoprotein Cholesterol (LDL-C) of Evolocumab in Participants With Human Immunodeficiency Virus (HIV) and Hyperlipidemia/Mixed Dyslipidemia","Subjects With Hyperlipidemia, Dyslipidemia and HIV Infection",Drug: Evolocumab|Drug: Placebo,Amgen,Phase 3,467,Industry,"May 22, 2017","July 9, 2019","January 27, 2020"
7768,NCT02832648,Selenium for Musculoskeletal Health,Osteoporosis,Dietary Supplement: selenase (selenium),"Sheffield Teaching Hospitals NHS Foundation Trust|National Institute for Health Research, United Kingdom|University of Sheffield",Phase 3,123,Other,Jan-17,"January 31, 2020","January 31, 2020"
7769,NCT02832167,An Open Label Investigational Immuno-therapy Trial of Nivolumab in Cancers That Are Advanced or Have Spread,Cancer,Biological: Nivolumab,Bristol-Myers Squibb,Phase 2,239,Industry,"February 22, 2016","October 20, 2019","June 24, 2021"
7770,NCT02832115,Topical Nitroglycerine Treatment for Radial Artery Spasm Prevention,Radial Artery Spasm|Angina|Coronary Artery Disease,Drug: Topical Nitroglycerine|Drug: Topical Lidocaine,Aultman Health Foundation,Phase 4,100,Other,Sep-16,"May 2, 2019","May 2, 2019"
7771,NCT02832037,Clinical Trial of BI 425809 Effect on Cognition and Functional Capacity in Schizophrenia,Schizophrenia,Drug: BI 425809 dose 1|Drug: BI 425809 dose 2|Drug: BI 425809 dose 3|Drug: BI 425809 dose 4|Drug: Placebo,Boehringer Ingelheim,Phase 2,509,Industry,"July 25, 2016","December 27, 2019","January 29, 2020"
7772,NCT02831686,"A Study to Test the Combination of Selinexor (KPT-330), Ixazomib, and Dexamethasone in Patients With Myeloma",Multiple Myeloma|Relapsed and/or Refractory Multiple Myeloma,Drug: Selinexor|Drug: Ixazomib|Drug: Dexamethasone,"Memorial Sloan Kettering Cancer Center|Karyopharm Therapeutics Inc|Millennium Pharmaceuticals, Inc.",Phase 1,18,Other|Industry,Jul-16,"November 19, 2020","November 19, 2020"
7773,NCT02831608,Study on the Effect of Influenza Vaccination After Heart Attack on Future Cardiovascular Prognosis,"Myocardial Infarction|Influenza, Human|Influenza Vaccines|Heart Failure|Stroke",Biological: Influenza vaccine|Biological: Placebo,"Ole Frobert, MD, PhD|Swedish Heart Lung Foundation|Sanofi Pasteur, a Sanofi Company|Uppsala University|Lytics|Region Örebro County",Phase 4,2571,Other|Industry,Oct-16,Apr-21,Aug-21
7774,NCT02831257,AZD2014 In NF2 Patients With Progressive or Symptomatic Meningiomas,Neurofibromatosis 2|Meningioma,Drug: AZD2014,Massachusetts General Hospital|AstraZeneca|United States Department of Defense,Phase 2,18,Other|Industry|U.S. Fed,"August 31, 2016","May 31, 2019","October 1, 2020"
7775,NCT02831166,Vascular Closure Device Versus Transradial Approach in Primary Percutaneous Coronary Intervention,"Myocardial Infarction|Complications; Device, Vascular|Injury of Radial Artery|Injury; Blood Vessel, Femoral, Artery",Procedure: Transradial primary percutaneous coronary intervention|Procedure: Transfemoral primary percutaneous coronary intervention,Irmandade Santa Casa Misericórdia Marília,Phase 4,250,Other,Jan-16,Oct-19,Nov-19
7776,NCT02830919,Clinical Study of Non-inferiority With Participants Diagnosed With Primary Knee OA (GLACIAL),Osteoarthritis of Knee,Drug: Glucosamine and chondroitin sulfate combination (Eurofarma)|Drug: Glucosamine and chondroitin sulfate combination (Zodic),Eurofarma Laboratorios S.A.,Phase 3,627,Industry,"December 5, 2016","May 10, 2019","May 10, 2019"
