Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
5614,NCT03930615,Extension of Letermovir (LET) From Day 100 to Day 200 Post-transplant for the Prevention of Cytomegalovirus (CMV) Infection in Hematopoietic Stem Cell Transplant (HSCT) Participants (MK-8228-040),Cytomegalovirus Infection,Drug: Letermovir|Drug: Placebo,Merck Sharp & Dohme LLC,Phase 3,220,Industry,"June 21, 2019","October 27, 2021","March 16, 2022"
5615,NCT03929757,A Study of 2-dose Vaccination Regimen of Ad26.ZEBOV and MVA-BN-Filo in Infants,Ebola Virus Disease,Biological: Ad26.ZEBOV|Biological: MVA-BN-Filo|Biological: MenACWY,"Janssen Vaccines & Prevention B.V.|London School of Hygiene and Tropical Medicine|College of Medicine and Allied Health Sciences (COMAHS)|Institut National de la Santé Et de la Recherche Médicale, France",Phase 2,108,Industry|Other,"August 19, 2019","August 22, 2022","September 22, 2022"
5616,NCT03929146,Liposomal Bupivacaine Versus Interscalene Nerve Block,"Pain, Postoperative",Drug: Exparel|Procedure: Interscalene Nerve Block,University of Cincinnati,Phase 4,76,Other,"February 5, 2019","November 1, 2022","November 1, 2022"
5617,NCT03929120,Allogeneic Bone Marrow Mesenchymal Stem Cells for Patients With Interstitial Lung Disease (ILD) & Connective Tissue Disorders (CTD),Interstitial Lung Disease|Connective Tissue Diseases,Biological: Allogeneic Bone Marrow Derived Mesenchymal Stem Cells (BMD-MSCs),Mayo Clinic,Phase 1,10,Other,"November 5, 2019","July 27, 2021","February 2, 2022"
5618,NCT03929068,Sinemet for Spasticity and Function in Amyotrophic Lateral Sclerosis and Primary Lateral Sclerosis,Amyotrophic Lateral Sclerosis|Motor Neuron Disease,Drug: carbidopa-levodopa|Drug: Placebo Oral Tablet,Washington University School of Medicine,Phase 1,15,Other,"May 13, 2019","July 8, 2022","July 8, 2022"
5619,NCT03928743,A Study to Evaluate the Efficacy and Safety of Bimekizumab in Subjects With Active Ankylosing Spondylitis,Ankylosing Spondylitis,Drug: Bimekizumab|Other: Placebo,UCB Biopharma SRL|UCB Pharma,Phase 3,332,Industry,"April 25, 2019","September 3, 2021","August 8, 2022"
5620,NCT03928704,A Study to Evaluate the Efficacy and Safety of Bimekizumab in Subjects With Active Nonradiographic Axial Spondyloarthritis,Nonradiographic Axial Spondyloarthritis,Drug: Bimekizumab|Other: Placebo,UCB Biopharma SRL|UCB Pharma,Phase 3,240,Industry,"April 25, 2019","June 29, 2022","April 17, 2023"
5621,NCT03928379,A Study of LY3305677 in Participants With Type 2 Diabetes,"Diabetes Mellitus, Type 2",Drug: LY3305677|Drug: Placebo,Eli Lilly and Company,Phase 1,24,Industry,"October 27, 2019","July 8, 2021","July 8, 2021"
5622,NCT03928184,A Study Utilizing Patient-Reported and Radiographic Outcomes and Evaluating the Safety and Efficacy of Lorecivivint (SM04690) for the Treatment of Moderately to Severely Symptomatic Knee Osteoarthritis,Knee Osteoarthritis,Drug: Lorecivivint|Drug: Placebo,"Biosplice Therapeutics, Inc.",Phase 3,513,Industry,"May 17, 2019","August 20, 2021","August 20, 2021"
5623,NCT03927690,Multiple Dose Safety and Efficacy of LKA651 in Patients With Diabetic Macular Edema,Diabetic Macular Edema,Drug: LKA651|Drug: Lucentis,Novartis Pharmaceuticals|Novartis,Phase 2,93,Industry,"May 24, 2019","June 17, 2022","August 31, 2022"
5624,NCT03927144,Study of Sustained Benefit of AMG334 in Adult Episodic Migraine Patients,Episodic Migraine,Drug: AMG334|Drug: Oral Prophylactic,Amgen|Novartis,Phase 4,621,Industry,"May 15, 2019","October 1, 2021","September 30, 2022"
5625,NCT03926793,Clinical Study of Inhaled GB002 for Treatment of WHO Group I Pulmonary Arterial Hypertension,Pulmonary Arterial Hypertension,Drug: GB002|Drug: Placebo|Device: Generic Dry Powder Inhaler,"GB002, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.|Gossamer Bio Inc.",Phase 1,8,Industry,"February 4, 2020","May 5, 2021","May 5, 2021"
5626,NCT03926728,Safety and Immunogenicity of a Chlamydia Vaccine CTH522,Trachoma,Biological: CTH522-CAF01 IM|Biological: CTH522-CAF09b IM|Biological: CTH522 ID|Biological: CTH522 TO|Biological: Placebo (Saline),Statens Serum Institut|Imperial College London,Phase 1,65,Other,"February 17, 2020","February 22, 2022","February 22, 2022"
5627,NCT03926143,A Clinical Study of Anetumab Ravtansine in Adults With Solid Tumors Who Have Been Treated in Previous Bayer-sponsored Anetumab Ravtansine Studies,Cancer,Drug: BAY94-9343 (Anetumab ravtansine),Bayer,Phase 2,9,Industry,"June 3, 2019","May 18, 2022","May 18, 2022"
5628,NCT03926013,A Study of JNJ-63898081 in Participants With Advanced Stage Solid Tumors,Neoplasms,Drug: JNJ-63898081,"Janssen Research & Development, LLC",Phase 1,40,Industry,"May 1, 2019","August 23, 2021","September 2, 2021"
5629,NCT03925870,KN046 in Subjects With Late Stage Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Drug: KN046,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Phase 2,45,Industry,"June 21, 2019","August 26, 2021","July 4, 2022"
5630,NCT03925532,Denosumab in Treating Patients With Bone Loss Due to Donor Stem Cell Transplant,Allogeneic Hematopoietic Stem Cell Transplantation Recipient|Osteopenia|Osteoporosis,Biological: Denosumab,Roswell Park Cancer Institute|Amgen,Phase 2,30,Other|Industry,"December 19, 2019","November 16, 2022","November 16, 2022"
5631,NCT03925480,Preventing Young Infant Infections Using Azithromycin in Labour (PreYIAL) Trial,Bacterial Infections,Drug: Azithromycin 500 mg Oral Tablet x 4|Drug: Matching Placebo,"Murdoch Childrens Research Institute|Ministry of Health, Fiji",Phase 3,2110,Other,"July 1, 2019","May 25, 2022","February 28, 2023"
5632,NCT03924947,"A Study to Compare US Marketed Creon Manufactured With a Modernized Process at an Alternate Manufacturing Site and Manufactured With the Approved Manufacturing Process at an Alternate Active Pharmaceutical Ingredient Site, in Participants With Exocrine Pancreatic Insufficiency Due to Cystic Fibrosis",Cystic Fibrosis,Drug: Pancrelipase,AbbVie,Phase 4,36,Industry,"November 6, 2019","July 11, 2022","July 11, 2022"
5633,NCT03924635,"An Exploratory Study to Characterise Changes in Airway Inflammation, Symptoms, Lung Function and Reliever Use in Adult Asthma Patients",Airway Inflammation|Asthma,Combination Product: SYMBICORT and salbutamol,AstraZeneca,Phase 4,40,Industry,"August 1, 2019","December 16, 2022","December 16, 2022"
5634,NCT03924323,A Study of Escitalopram in the Treatment of Children and Adolescents With Generalized Anxiety Disorder,"Anxiety Disorders,Generalized Anxiety Disorder",Drug: Escitalopram|Other: Placebo,AbbVie,Phase 4,273,Industry,"May 30, 2019","September 20, 2021","September 20, 2021"
5635,NCT03923699,"Telemedicine Control Tower for the Operating Room: Navigating Information, Care and Safety",Surgery|Surgery--Complications|Perioperative/Postoperative Complications,Device: Anesthesia Control Tower monitoring,Washington University School of Medicine|National Institute of Nursing Research (NINR),Phase 3,83410,Other|NIH,"July 1, 2019","January 31, 2023","January 31, 2023"
5636,NCT03922997,A Study to Investigate the Safety and Efficacy of Atezolizumab in Previously-Treated Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,Non-small Cell Lung Cancer,Drug: Atezolizumab,Hoffmann-La Roche,Phase 3,101,Industry,"July 3, 2019","August 11, 2022","August 11, 2022"
5637,NCT03922880,Study of Immunotherapy Plus ADI-PEG 20 for the Treatment of Advanced Uveal Melanoma,Uveal Melanoma,Drug: ADI PEG20|Drug: Nivolumab|Drug: Ipilimumab,Memorial Sloan Kettering Cancer Center,Phase 1,9,Other,"April 16, 2019","January 20, 2023","January 20, 2023"
5638,NCT03922308,Study of rADAMTS-13 (SHP655) in the Treatment of Participants With Acquired Thrombotic Thrombocytopenic Purpura (aTTP),Acquired Thrombotic Thrombocytopenic Purpura (aTTP),Other: Placebo|Drug: SHP655|Other: Standard of Care,"Shire|Takeda Development Center Americas, Inc.|Takeda",Phase 2,28,Industry,"October 9, 2019","August 5, 2021","August 5, 2021"
5639,NCT03921424,Safety and Immunogenicity of V114 in Children Infected With Human Immunodeficiency Virus (HIV) (V114-030/PNEU-WAY PED),Pneumococcal Infections,Biological: V114|Biological: Prevnar 13™|Biological: PNEUMOVAX™23,Merck Sharp & Dohme LLC,Phase 3,407,Industry,"November 5, 2019","May 3, 2021","May 3, 2021"
5640,NCT03921294,HemLibra Prophylaxis in Patients With Hemophilic Pseudotumor,Haemophilic Pseudotumour,Drug: Emicizumab,"Indiana Hemophilia &Thrombosis Center, Inc.|Genentech, Inc.",Phase 4,1,Other|Industry,"May 15, 2019","March 16, 2022","March 16, 2022"
5641,NCT03920527,Six Months Versus 12 Months of Oral Itraconazole Therapy for Management of Treatment naïve Subjects With CPA,Chronic Pulmonary Aspergillosis,Drug: Itraconazole 400 mg,Postgraduate Institute of Medical Education and Research,Phase 3,164,Other,"July 1, 2019","July 1, 2021","August 15, 2021"
5642,NCT03920072,"Study of the Anti-FGF23 Antibody, Burosumab, in Adults With XLH",X-linked Hypophosphatemia,Drug: Burosumab,Kyowa Kirin Pharmaceutical Development Ltd,Phase 3,35,Industry,"March 7, 2019","April 7, 2022","April 7, 2022"
5643,NCT03919669,A Longitudinal Evaluation of a Radiotracer for Use in Tau Tracking,Alzheimer Disease|Mild Cognitive Impairment,Drug: All Subjects,"University of Wisconsin, Madison|Cerveau Technologies, Inc.",Phase 2,32,Other,"April 2, 2019","May 19, 2022","May 19, 2022"
5644,NCT03917654,"Pfs230D1M-EPA/AS01 Vaccine, a Transmission Blocking Vaccine Against Plasmodium Falciparum, in an Age De-Escalation Trial of Children and a Family Compound Trial in Mali",Malaria,Biological: Pfs230D1M-EPA/AS01|Biological: HAVRIX|Biological: TYPHIM Vi (Salmonella typhi vaccine)|Biological: Menactra|Biological: AVAXIM,National Institute of Allergy and Infectious Diseases (NIAID)|National Institutes of Health Clinical Center (CC),Phase 2,1301,NIH,"April 24, 2019","July 30, 2021","October 31, 2022"
5645,NCT03917459,COmparing arNi and Ace For Improving Erectile Dysfunction in mEN With reduCed Ejection Fraction Heart Failure,"Heart Failure|Heart Failure, Systolic|Erectile Dysfunction",Drug: LCZ696|Drug: Enalapril matching placebo|Drug: Enalapril|Drug: LCZ696 matching placebo,Novartis Pharmaceuticals|Novartis,Phase 3,27,Industry,"April 16, 2019","May 25, 2021","May 25, 2021"
5646,NCT03916744,"A Study of Giredestrant (GDC-9545) in Postmenopausal Women With Stage I-III Operable, Estrogen Receptor-Positive Breast Cancer",Breast Cancer,Drug: Giredestrant|Procedure: Surgery,"Genentech, Inc.",Phase 1,75,Industry,"July 26, 2019","May 25, 2021","May 25, 2021"
5647,NCT03916198,Polydeoxyribonucleotide (PDRN) for Cuff Regeneration,Rotator Cuff Tear,Drug: Polydeoxyribonucleotides|Drug: Normal saline,Chuncheon Sacred Heart Hospital|Ministry of Science and ICT,Phase 4,79,Other,"May 9, 2019","August 9, 2021","February 22, 2022"
5648,NCT03916003,Reducing the Risk of P. Vivax After Falciparum Infections in Co-endemic Areas,Malaria|Vivax Malaria|Falciparum Malaria,Drug: primaquine,"Menzies School of Health Research|International Centre for Diarrhoeal Disease Research, Bangladesh|Tribhuvan University, Nepal|Arba Minch University|Addis Ababa University",Phase 4,500,Other,"August 18, 2019","May 14, 2022","July 30, 2022"
5649,NCT03915496,Study Evaluating the Mechanism of Action of PF-04965842 Monotherapy for Moderate-to-severe Atopic Dermatitis,Atopic Dermatitis,Drug: PF-04965842 200 mg|Drug: PF-04965842 100 mg|Drug: Placebo,Pfizer,Phase 2,46,Industry,"June 18, 2020","November 16, 2021","November 16, 2021"
5650,NCT03915379,A Study of JNJ-67571244 in Participants With Relapsed or Refractory Acute Myeloid Leukemia (AML) or Myelodysplastic Syndrome (MDS),"Leukemia, Myeloid, Acute|Myelodysplastic Syndromes",Drug: JNJ-67571244,"Janssen Research & Development, LLC",Phase 1,68,Industry,"March 28, 2019","March 26, 2022","March 28, 2022"
5651,NCT03913195,"Study of the Safety of Trogarzo™ Administered as an Undiluted ""IV Push"" or an Intramuscular Injection",HIV-1-infection,Drug: ibalizumab-uiyk,TaiMed Biologics Inc.|Westat,Phase 3,46,Industry|Other,"May 30, 2019","October 17, 2022","October 31, 2022"
5652,NCT03910621,Safety and Efficacy of Miglustat in Chinese NPC Patients,"Niemann-Pick Disease, Type C",Drug: Miglustat,Actelion,Phase 4,17,Industry,"April 2, 2020","March 25, 2022","March 25, 2022"
5653,NCT03910543,Open-label Trial of Tofacitinib in Cutaneous Sarcoidosis and Granuloma Annulare,Cutaneous Sarcoidosis|Granuloma Annulare,Drug: Tofacitinib 5 mg twice daily,Yale University|Pfizer,Phase 1,15,Other|Industry,"April 11, 2019","June 1, 2021","June 1, 2021"
5654,NCT03910530,"A Study of INCMGA00012, INCB001158, and the Combination in Japanese Participants With Advanced Solid Tumors",Advanced Solid Tumors|Metastatic Solid Tumors,Drug: Retifanlimab|Drug: INCB001158|Drug: Retifanlimab + INCB001158,Incyte Biosciences Japan GK|Incyte Corporation,Phase 1,18,Industry,"July 22, 2019","December 14, 2021","December 14, 2021"
5655,NCT03909126,Pertussis Vaccination in Pregnant Women,Pertussis,Biological: Boostrix administered during gestational diabetes screening|Biological: Boostrix administered in high volume obstetric clinic,St. Justine's Hospital|Ministere de la Sante et des Services Sociaux,Phase 4,946,Other,"June 1, 2019","May 30, 2021","May 30, 2021"
5656,NCT03908567,AM-125 in the Treatment of Acute Peripheral Vertigo Following Neurosurgery,Vestibular Vertigo,Drug: Intranasal Drug|Drug: Oral Tablet|Other: Intranasal Placebo,"Auris Medical AG|Auris Medical, Inc.",Phase 2,124,Industry,"July 18, 2019","March 28, 2022","March 28, 2022"
5657,NCT03908307,Evaluation of OZURDEX® in Patients With Macular Edema Secondary to Retinal Vein Occlusion in China,Macular Edema|Retinal Vein Occlusion,Drug: OZURDEX,Allergan,Phase 4,150,Industry,"July 25, 2019","September 26, 2021","September 26, 2021"
5658,NCT03907878,A Safety and Efficacy Study of Ligelizumab in the Treatment of CSU in Japanese Patients Inadequately Controlled With H1- Antihistamines,Chronic Spontaneous Urticaria,Biological: Ligelizumab,Novartis Pharmaceuticals|Novartis,Phase 3,66,Industry,"April 13, 2019","January 26, 2022","January 26, 2022"
5659,NCT03907657,Contrast-enhanced Ultrasound as a Screening Tool for Kidney Cancer in Patients With Von-Hippel Lindau,"Von-Hippel Lindau|Kidney Disease, Chronic",Drug: Perflutren lipid microsphere|Drug: Sulfur hexafluoride lipid microspheres,UNC Lineberger Comprehensive Cancer Center|Lantheus Medical Imaging,Phase 2,15,Other|Industry,"September 23, 2019","March 13, 2023","March 13, 2023"
5660,NCT03907176,Herniorrhaphy Study for Opioid Elimination,Analgesia,Drug: HTX-011|Device: Luer lock applicator|Drug: Ibuprofen|Drug: Acetaminophen,Heron Therapeutics,Phase 3,115,Industry,"April 5, 2019","October 25, 2021","November 22, 2021"
5661,NCT03906721,"Reduction of Opioid Dose Using Conditioning & Open-Label Placebo (COLP) in Patients With Spinal Cord Injury, Polytrauma and Burn Injury",Spinal Cord Injuries|Polytrauma|Burn Injury,Drug: Placebo|Drug: Oxycodone|Other: Essential Oil,Spaulding Rehabilitation Hospital,Phase 2,30,Other,"February 20, 2019","November 1, 2021","November 1, 2021"
5662,NCT03906539,Effect of Virgin Coconut Oil (VCO) on Cardiometabolic Parameters in Patients With Dyslipidemia,Dyslipidemias,Drug: Atorvastatin 10mg|Dietary Supplement: Virgin Coconut Oil (VCO)|Other: Placebo,"All India Institute of Medical Sciences, Bhubaneswar|Coconut Development Board, Government of India",Phase 4,150,Other,"May 22, 2019","November 30, 2021","December 31, 2021"
5663,NCT03906136,AScalate: Treat-to-target in Axial Spondyloarthritis,Axial Spondyloarthritis,Biological: Secukinumab/Adalimumab-Biosimilar|Other: Standard-of-care,Novartis Pharmaceuticals|Novartis,Phase 3,305,Industry,"June 4, 2019","February 4, 2022","September 22, 2022"
5664,NCT03905837,Impact of Lidocaine Administration on Postoperative Complications During Lung Resection Surgery,"Lung Diseases|Lung Inflammation|Lung Injury, Acute|Postoperative Complications",Drug: Lidocaine|Drug: Remifentanil,Francisco Andres de la Gala|Instituto de Salud Carlos III|Hospital General Universitario Gregorio Marañon,Phase 4,156,Other,"January 28, 2019","June 2, 2021","July 2, 2021"
5665,NCT03905330,A Study to Evaluate the Efficacy and Safety of Maralixibat in Subjects With Progressive Familial Intrahepatic Cholestasis (MARCH-PFIC),Progressive Familial Intrahepatic Cholestasis (PFIC),Drug: Maralixibat|Other: Placebo,"Mirum Pharmaceuticals, Inc.",Phase 3,93,Industry,"July 9, 2019","September 1, 2022","September 1, 2022"
5666,NCT03905265,Dose-finding Study of Moxidectin for Treatment of Scabies,Scabies,Drug: Moxidectin Oral Product,Medicines Development for Global Health,Phase 2,22,Other,"January 13, 2020","February 28, 2022","February 28, 2022"
5667,NCT03904563,Bevacizumab After Chemoradiotherapy For Locally Advanced Lung Adenocarcinoma,Lung Adenocarcinoma,Drug: Bevacizumab|Radiation: chest radiation|Drug: concurrent chemotherapy,Sun Yat-sen University,Phase 2,27,Other,"January 1, 2019","December 10, 2021","December 15, 2022"
5668,NCT03903939,Infusion of Prostacyclin vs Placebo for 72-hours in Trauma Patients With Haemorrhagic Shock Suffering From Organ Failure,Multi Organ Failure,Drug: Iloprost|Drug: Isotonic saline,"Pär Johansson|Odense University Hospital|Aarhus University Hospital|Aalborg University Hospital|Oslo University Hospital|Rigshospitalet, Denmark",Phase 2,228,Other,"May 22, 2019","November 14, 2021","November 14, 2021"
5669,NCT03903549,Initial Investigation of [18F]P17-059 in Parkinson's Disease Patients and Healthy Volunteers,Parkinson Disease,Drug: [18F]P17-059,"Five Eleven Pharma, Inc.",Phase 1,4,Industry,"July 15, 2022","December 19, 2022","December 19, 2022"
5670,NCT03903133,Endothelial Monocyte-activating Polypeptide-II in Egyptian Sickle Patients,Sickle Cell Disease,Drug: Vitamin E,Ain Shams University,Phase 4,50,Other,"June 1, 2016","May 1, 2023","May 1, 2023"
5671,NCT03902314,Lidocaine Infusion for Pain Relief in Children Scheduled for Tonsillectomy and Adenoidectomy,"Children, Only|Tonsillar Hypertrophy|Adenoid Hypertrophy",Drug: Lidocaine Iv|Drug: Saline Solution,Rhode Island Hospital,Phase 4,70,Other,"May 7, 2019","December 6, 2021","December 6, 2021"
